File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF835NTC,bed bedMethyl,methylation state at CpG,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,2/23/16,ENCODE,,,,2,,,,,,,"ENCFF003FWN, ENCFF161MAN",665691291,ENCODE Processing Pipeline,eaec5f143721e806cf4bc303f7aed678,,https://www.encodeproject.org/files/ENCFF835NTC/@@download/ENCFF835NTC.bed.gz,GRCh38,,,released,,,,
ENCFF038HXQ,bed bedMethyl,methylation state at CHH,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,2/23/16,ENCODE,,,,2,,,,,,,"ENCFF003FWN, ENCFF161MAN",8466229674,ENCODE Processing Pipeline,302a5310eb7f35f04037643a0b61e734,,https://www.encodeproject.org/files/ENCFF038HXQ/@@download/ENCFF038HXQ.bed.gz,GRCh38,,,released,,,,
ENCFF014XRB,bed bedMethyl,methylation state at CHG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF119ELB, ENCFF161MAN",2716750690,ENCODE Processing Pipeline,2aa671e70fbfb1e702da857037506d89,,https://www.encodeproject.org/files/ENCFF014XRB/@@download/ENCFF014XRB.bed.gz,GRCh38,,,released,,,,
ENCFF834NXR,bed bedMethyl,methylation state at CHG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF079RGH, ENCFF161MAN",2682119399,ENCODE Processing Pipeline,25a48d6cd411553c1fc70b5727a59e78,,https://www.encodeproject.org/files/ENCFF834NXR/@@download/ENCFF834NXR.bed.gz,GRCh38,,,released,,,,
ENCFF986WDE,bed bedMethyl,methylation state at CHH,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF079RGH, ENCFF161MAN",8530743050,ENCODE Processing Pipeline,1aba5e7af9078006fdf68b3ed976fd91,,https://www.encodeproject.org/files/ENCFF986WDE/@@download/ENCFF986WDE.bed.gz,GRCh38,,,released,,,,
ENCFF714SUO,bed bedMethyl,methylation state at CpG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,1,,,,,,,"ENCFF079RGH, ENCFF161MAN",665873631,ENCODE Processing Pipeline,b95f23ae412f9917fde8942a61735411,,https://www.encodeproject.org/files/ENCFF714SUO/@@download/ENCFF714SUO.bed.gz,GRCh38,,,released,,,,
ENCFF959WCA,bed bedMethyl,methylation state at CpG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF119ELB, ENCFF161MAN",676452201,ENCODE Processing Pipeline,70e9b4a344d315de09767abaaafa96df,,https://www.encodeproject.org/files/ENCFF959WCA/@@download/ENCFF959WCA.bed.gz,GRCh38,,,released,,,,
ENCFF585LNU,bed bedMethyl,methylation state at CHH,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,,DNA,,,,,FALSE,10/13/15,ENCODE,,,,2,,,,,,,"ENCFF119ELB, ENCFF161MAN",8653487710,ENCODE Processing Pipeline,dfb28740e69eaba8e3e5bb6ed7d381d7,,https://www.encodeproject.org/files/ENCFF585LNU/@@download/ENCFF585LNU.bed.gz,GRCh38,,,released,,,,
ENCFF459BQO,bed bedMethyl,methylation state at CHG,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF525SSD, ENCFF631CCL",2420284693,ENCODE Processing Pipeline,e59565e6678da9e217e7db7df435244a,,https://www.encodeproject.org/files/ENCFF459BQO/@@download/ENCFF459BQO.bed.gz,mm10,,,released,,,,
ENCFF226ISA,bed bedMethyl,methylation state at CpG,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF525SSD, ENCFF631CCL",501991429,ENCODE Processing Pipeline,44a0bf990d389deda2080c9392f3b9ca,,https://www.encodeproject.org/files/ENCFF226ISA/@@download/ENCFF226ISA.bed.gz,mm10,,,released,,,,
ENCFF055XUI,bed bedMethyl,methylation state at CHH,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF525SSD, ENCFF631CCL",7860536467,ENCODE Processing Pipeline,2dbb441e997a0982999ed9641202667e,,https://www.encodeproject.org/files/ENCFF055XUI/@@download/ENCFF055XUI.bed.gz,mm10,,,released,,,,
ENCFF924VGN,bed bedMethyl,methylation state at CHG,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF393KGZ, ENCFF476ZJG, ENCFF534STD",2412106911,ENCODE Processing Pipeline,022a1bd31d470bd98c418082b347da32,,https://www.encodeproject.org/files/ENCFF924VGN/@@download/ENCFF924VGN.bed.gz,mm10,,,released,,,,
ENCFF745SMP,bed bedMethyl,methylation state at CpG,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF393KGZ, ENCFF476ZJG, ENCFF534STD",499633257,ENCODE Processing Pipeline,8800b937dd368cd3b9e31ababf89b87d,,https://www.encodeproject.org/files/ENCFF745SMP/@@download/ENCFF745SMP.bed.gz,mm10,,,released,,,,
ENCFF549SKO,bed bedMethyl,methylation state at CHH,ENCSR128HOP,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF393KGZ, ENCFF476ZJG, ENCFF534STD",7824320802,ENCODE Processing Pipeline,db7dab55f799d5c300995e81d14b2b25,,https://www.encodeproject.org/files/ENCFF549SKO/@@download/ENCFF549SKO.bed.gz,mm10,,,released,,,,
ENCFF789FQF,bed bedMethyl,methylation state at CHG,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF542EMI, ENCFF581MCD",2428316547,ENCODE Processing Pipeline,c75016dc545d3f78fe58d7545e59261f,,https://www.encodeproject.org/files/ENCFF789FQF/@@download/ENCFF789FQF.bed.gz,mm10,,,released,,,,
ENCFF899PXM,bed bedMethyl,methylation state at CHG,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF693ZOF, ENCFF863CNW",2428332868,ENCODE Processing Pipeline,6bd2504fd5b5ed117e2ae8fc66d111a9,,https://www.encodeproject.org/files/ENCFF899PXM/@@download/ENCFF899PXM.bed.gz,mm10,,,released,,,,
ENCFF800JCD,bed bedMethyl,methylation state at CpG,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF693ZOF, ENCFF863CNW",502370103,ENCODE Processing Pipeline,b1a379c1e38c395fbac6ea78d7faa404,,https://www.encodeproject.org/files/ENCFF800JCD/@@download/ENCFF800JCD.bed.gz,mm10,,,released,,,,
ENCFF567KXJ,bed bedMethyl,methylation state at CHH,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF693ZOF, ENCFF863CNW",7877308561,ENCODE Processing Pipeline,0556059513eb319ccba2a1c9e2073a98,,https://www.encodeproject.org/files/ENCFF567KXJ/@@download/ENCFF567KXJ.bed.gz,mm10,,,released,,,,
ENCFF423RKY,bed bedMethyl,methylation state at CHH,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF542EMI, ENCFF581MCD",7873479449,ENCODE Processing Pipeline,7317f01b82750b98acbdf92917909187,,https://www.encodeproject.org/files/ENCFF423RKY/@@download/ENCFF423RKY.bed.gz,mm10,,,released,,,,
ENCFF644JJD,bed bedMethyl,methylation state at CpG,ENCSR916GKL,whole-genome shotgun bisulfite sequencing,UBERON:0002101,limb,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF542EMI, ENCFF581MCD",501965194,ENCODE Processing Pipeline,6b20e8004146b45a77a9b2e4a11dd7e4,,https://www.encodeproject.org/files/ENCFF644JJD/@@download/ENCFF644JJD.bed.gz,mm10,,,released,,,,
ENCFF572VAP,bed bedMethyl,methylation state at CHG,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF233AUX, ENCFF412FUM, ENCFF476ZJG",2421097804,ENCODE Processing Pipeline,c61feea15182122252a989deeb7d9d22,,https://www.encodeproject.org/files/ENCFF572VAP/@@download/ENCFF572VAP.bed.gz,mm10,,,released,,,,
ENCFF933JRY,bed bedMethyl,methylation state at CHH,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF233AUX, ENCFF412FUM, ENCFF476ZJG",7848134308,ENCODE Processing Pipeline,d46a57347ece04f5f1743331bfd9b2f4,,https://www.encodeproject.org/files/ENCFF933JRY/@@download/ENCFF933JRY.bed.gz,mm10,,,released,,,,
ENCFF870TZB,bed bedMethyl,methylation state at CHG,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF604UQG, ENCFF618KII",2410657645,ENCODE Processing Pipeline,b310b4029a4625ac9caf3730281971d9,,https://www.encodeproject.org/files/ENCFF870TZB/@@download/ENCFF870TZB.bed.gz,mm10,,,released,,,,
ENCFF859JHQ,bed bedMethyl,methylation state at CpG,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF233AUX, ENCFF412FUM, ENCFF476ZJG",498790720,ENCODE Processing Pipeline,65bb53a4fce5bd5c02b6db6370467638,,https://www.encodeproject.org/files/ENCFF859JHQ/@@download/ENCFF859JHQ.bed.gz,mm10,,,released,,,,
ENCFF943HMN,bed bedMethyl,methylation state at CpG,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF604UQG, ENCFF618KII",495287222,ENCODE Processing Pipeline,15a62c0b8815340bd6c21db3bf7de7e7,,https://www.encodeproject.org/files/ENCFF943HMN/@@download/ENCFF943HMN.bed.gz,mm10,,,released,,,,
ENCFF793ATY,bed bedMethyl,methylation state at CHH,ENCSR613BMI,whole-genome shotgun bisulfite sequencing,UBERON:0001049,neural tube,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF604UQG, ENCFF618KII",7805716209,ENCODE Processing Pipeline,b92fdd61ab68b39621a1fbc16c7662e8,,https://www.encodeproject.org/files/ENCFF793ATY/@@download/ENCFF793ATY.bed.gz,mm10,,,released,,,,
ENCFF001TQG,bed bedMethyl,methylation state at CpG,ENCSR000DFB,RRBS,UBERON:0000006,islet of Langerhans,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MLD,13118252,"Richard Myers, HAIB",160d446c06c26cb06f9fd6d24d88fe36,,https://www.encodeproject.org/files/ENCFF001TQG/@@download/ENCFF001TQG.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQH,bed bedMethyl,methylation state at CpG,ENCSR000DFB,RRBS,UBERON:0000006,islet of Langerhans,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MLE,16070471,"Richard Myers, HAIB",903e8407b4fa016f5a3c10ec5fe80c72,,https://www.encodeproject.org/files/ENCFF001TQH/@@download/ENCFF001TQH.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQI,bed bedMethyl,methylation state at CpG,ENCSR000DFB,RRBS,UBERON:0000006,islet of Langerhans,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,3,1,,,,,,ENCFF000MLM,14327412,"Richard Myers, HAIB",a9e5451bf347a45d27fc8be2e247fb87,,https://www.encodeproject.org/files/ENCFF001TQI/@@download/ENCFF001TQI.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQJ,bed bedMethyl,methylation state at CpG,ENCSR000DFB,RRBS,UBERON:0000006,islet of Langerhans,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,4,1,,,,,,ENCFF000MLJ,14122370,"Richard Myers, HAIB",8800a4b274c6e3d3829c842711408eef,,https://www.encodeproject.org/files/ENCFF001TQJ/@@download/ENCFF001TQJ.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQK,bed bedMethyl,methylation state at CpG,ENCSR000DFB,RRBS,UBERON:0000006,islet of Langerhans,tissue,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,5,1,,,,,,ENCFF000MLP,14320856,"Richard Myers, HAIB",79691aee064084aacc12c9318954b445,,https://www.encodeproject.org/files/ENCFF001TQK/@@download/ENCFF001TQK.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF494IMP,bed bedMethyl,methylation state at CHG,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF721VIZ",2671653342,ENCODE Processing Pipeline,87044516f7864f6dbcdbe5ac1197c8d9,,https://www.encodeproject.org/files/ENCFF494IMP/@@download/ENCFF494IMP.bed.gz,GRCh38,,,released,,,,
ENCFF699GKH,bed bedMethyl,methylation state at CpG,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF721VIZ",655855006,ENCODE Processing Pipeline,51c6ac106ab5001b9dd847c75910bd33,,https://www.encodeproject.org/files/ENCFF699GKH/@@download/ENCFF699GKH.bed.gz,GRCh38,,,released,,,,
ENCFF742RFP,bed bedMethyl,methylation state at CHH,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF721VIZ",8471268530,ENCODE Processing Pipeline,30302f9d877231c60b563cf8177351a4,,https://www.encodeproject.org/files/ENCFF742RFP/@@download/ENCFF742RFP.bed.gz,GRCh38,,,released,,,,
ENCFF256PKW,bed bedMethyl,methylation state at CHG,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF818KZX",2665775133,ENCODE Processing Pipeline,cc4dbce3cf35a2221795d8d48c469579,,https://www.encodeproject.org/files/ENCFF256PKW/@@download/ENCFF256PKW.bed.gz,GRCh38,,,released,,,,
ENCFF874GGB,bed bedMethyl,methylation state at CpG,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF818KZX",662924507,ENCODE Processing Pipeline,2c9a48d7e0a62c41605a9494a365afa1,,https://www.encodeproject.org/files/ENCFF874GGB/@@download/ENCFF874GGB.bed.gz,GRCh38,,,released,,,,
ENCFF326SHL,bed bedMethyl,methylation state at CHH,ENCSR656TQD,whole-genome shotgun bisulfite sequencing,CL:0002327,mammary epithelial cell,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,6/14/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF818KZX",8421032135,ENCODE Processing Pipeline,cf8fb1b05b9e1b545571e6191605779b,,https://www.encodeproject.org/files/ENCFF326SHL/@@download/ENCFF326SHL.bed.gz,GRCh38,,,released,,,,
ENCFF001TQT,bed bedMethyl,methylation state at CpG,ENCSR000DFF,RRBS,CL:0002328,bronchial epithelial cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MME,13680115,"Richard Myers, HAIB",6564b404156a3e35400dee6e56f4ffd1,,https://www.encodeproject.org/files/ENCFF001TQT/@@download/ENCFF001TQT.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TQU,bed bedMethyl,methylation state at CpG,ENCSR000DFF,RRBS,CL:0002328,bronchial epithelial cell,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MMO,15236536,"Richard Myers, HAIB",af97f52467153b0cff1dfea1c7461baf,,https://www.encodeproject.org/files/ENCFF001TQU/@@download/ENCFF001TQU.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF647NFJ,bed bedMethyl,methylation state at CHG,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF453GGN, ENCFF476ZJG, ENCFF911JXD",2408257286,ENCODE Processing Pipeline,1a38f8ba51b76980a6f8fd4840ac572a,,https://www.encodeproject.org/files/ENCFF647NFJ/@@download/ENCFF647NFJ.bed.gz,mm10,,,released,,,,
ENCFF688RHG,bed bedMethyl,methylation state at CpG,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF453GGN, ENCFF476ZJG, ENCFF911JXD",498586008,ENCODE Processing Pipeline,76364eb9942a5d899139d8391b5e3739,,https://www.encodeproject.org/files/ENCFF688RHG/@@download/ENCFF688RHG.bed.gz,mm10,,,released,,,,
ENCFF320GGU,bed bedMethyl,methylation state at CHH,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF453GGN, ENCFF476ZJG, ENCFF911JXD",7773512204,ENCODE Processing Pipeline,d73ee4abd5243ef6596d6c598f109dc4,,https://www.encodeproject.org/files/ENCFF320GGU/@@download/ENCFF320GGU.bed.gz,mm10,,,released,,,,
ENCFF985GEB,bed bedMethyl,methylation state at CHG,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF800LZM, ENCFF993ZHT",2399617845,ENCODE Processing Pipeline,9d90f493b1fe43772b112597dc2e53a4,,https://www.encodeproject.org/files/ENCFF985GEB/@@download/ENCFF985GEB.bed.gz,mm10,,,released,,,,
ENCFF426XRG,bed bedMethyl,methylation state at CpG,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF800LZM, ENCFF993ZHT",495891577,ENCODE Processing Pipeline,ce7b825aa592ee9094a0661c77820d78,,https://www.encodeproject.org/files/ENCFF426XRG/@@download/ENCFF426XRG.bed.gz,mm10,,,released,,,,
ENCFF960ADL,bed bedMethyl,methylation state at CHH,ENCSR215QTA,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF800LZM, ENCFF993ZHT",7741724648,ENCODE Processing Pipeline,e2304a8bbe64b42326858bee1f9e92df,,https://www.encodeproject.org/files/ENCFF960ADL/@@download/ENCFF960ADL.bed.gz,mm10,,,released,,,,
ENCFF052DAU,bed bedMethyl,methylation state at CHG,ENCSR305VIT,whole-genome shotgun bisulfite sequencing,UBERON:0000992,ovary,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF838SMZ",2712749209,ENCODE Processing Pipeline,395b288d95622ed01f0033f7e2bdd29f,,https://www.encodeproject.org/files/ENCFF052DAU/@@download/ENCFF052DAU.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF303ZGP,bed bedMethyl,methylation state at CpG,ENCSR305VIT,whole-genome shotgun bisulfite sequencing,UBERON:0000992,ovary,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF838SMZ",687213122,ENCODE Processing Pipeline,2d5267ad1f85452e959d89424b334d8c,,https://www.encodeproject.org/files/ENCFF303ZGP/@@download/ENCFF303ZGP.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF425UGD,bed bedMethyl,methylation state at CHH,ENCSR305VIT,whole-genome shotgun bisulfite sequencing,UBERON:0000992,ovary,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF838SMZ",8588901093,ENCODE Processing Pipeline,d294a6367d837cf3497e1cccf8f766f8,,https://www.encodeproject.org/files/ENCFF425UGD/@@download/ENCFF425UGD.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF567XKD,bed bedMethyl,methylation state at CHG,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF363TSS, ENCFF476ZJG, ENCFF685QHB",2432237573,ENCODE Processing Pipeline,bc1657a7cab2d15bd47733239003de41,,https://www.encodeproject.org/files/ENCFF567XKD/@@download/ENCFF567XKD.bed.gz,mm10,,,released,,,,
ENCFF994CUN,bed bedMethyl,methylation state at CpG,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF363TSS, ENCFF476ZJG, ENCFF685QHB",499760846,ENCODE Processing Pipeline,2bcdb9485abe21956fb103b980e10c93,,https://www.encodeproject.org/files/ENCFF994CUN/@@download/ENCFF994CUN.bed.gz,mm10,,,released,,,,
